pid	English	Chinese
948352	No.92 Objets d' Amsterdam Scented Candle, 180g	No.92 Objets d' Amsterdam 香氛蜡烛，180g
948349	No.51 Nourishing and Revitalizing Conditioner, 300ml	No.51 滋养亮采护发素，300ml
948344	No.73 Body Lotion Poivre Noir Frais, 300ml 	No.73 Poivre Noir Frais 身体乳，300ml
948348	No.51 Nourishing and Caring Shampoo, 300ml	No.51 滋养洗发露，300ml
948343	No.73 Liquid Soap Poivre Noir Frais, 300ml	No.73 Poivre Noir Frais 液体香皂，300ml
948345	No.02 Moisturizing and Protecting Hand Cream, 50 ml	2 号滋养护手霜，50ml
948350	No.97 Linen Water Eau de Lavande, 1000ml 	No.97 薰衣草家居织物喷雾，1000ml
