pid	English	Chinese
500833	Fresh Glow BB Cream - Medium No.02, 30ml	丝柔珠光亮彩 BB 霜，30ml（色号：02 Medium）
444598	Fresh Glow Fluid - Golden Radiance No.02, 30ml	亮彩粉底液，30ml（色号：02 Golden Radiance）
500843	Nail Polish - Elderberry No.407	指甲油（色号：407 Elderberry）
500832	Fresh Glow BB Cream - Fair No.01, 30ml	丝柔珠光亮彩 BB 霜，30ml（色号：01 Fair）
531455	Effortless Kohl Eyeliner - Chestnut Brown No.02	持久防水眼线笔（色号：02 Chestnut Brown）
531478	Nail Polish - Nude Beige No.100	指甲油（色号：100 Nude Beige）
444596	Wet & Dry Silk Eye Shadow - Pale Barley 102	干湿两用丝滑眼影（色号：102 Pale Barley）
531456	Effortless Kohl Eyeliner - Storm Gray No.03	持久防水眼线笔（色号：03 Storm Gray）
500849	My Burberry - Sweet Peas & Bergamot, 30ml	My Burberry 香水，30ml（香调：香豌豆、佛手柑）
444576	Lip Definer - Sepia No.03	唇线笔（色号：03 Sepia）
638684	Effortless Blendable Kohl Eyeliner - Jet Black No. 01	持色晕染眼线笔（色号：01 Jet Black）
655467	Eye Colour Cream - Festive Gold No.120	眼影霜（色号：120 Festive Gold）
641722	Eyebrow Definer - Ash Brown No. 03	柔滑自动眉笔（色号：03 Ash Brown）
638680	Face Contour - Dark No.02	面部修容笔（色号：02 Dark）
531458	Effortless Liquid Eyeliner - Jet Black No.01	精密液体眼线笔（色号：01 Jet Black）
