pid	English	Chinese
462430	The Flesh Tone Lip Pencil - Bloodroses	亮彩唇线笔（色号：Bloodroses）
350270	The Large Powder/Blush Brush	The Large 胭脂和蜜粉两用刷
350256	The Creamy Glow - Pravella	绚彩飞扬霜状腮红（色号：Pravella）
438515	The Eyeshadow Duo - Sugared Peach/ Rust Brown Shimmer No. 210	双色眼影（色号：210 Sugared Peach/ Rust Brown Shimmer）
418982	The Essential Brush Collection	必备化妆刷套装
482698	The Expert Lip Color - Eliarice	专业唇膏（色号：Eliarice）
413705	The Eyeliner/Smudger Brush	眼线刷/晕染刷

482707	The Flesh Tone Lip Pencil - Blossom	亮彩唇线笔（色号：Blossom）
350261	The Creamy Glow - Isadore	绚彩飞扬霜状腮红（色号：Isadore）
438518	The Matte Eyeshadow Single - Taupey Gray No. 105	单色哑光眼影（色号：105 Taupey Gray）
645865	The Brow Gel Pencil - Sheer Brunette	眉胶笔（色号：Sheer Brunette）
413703	The Base/Shadow Brush	打底刷/眼影刷
650462	The Eyeshadow Duo - Vellum Shimmer/ Shimmering Wheat No. 202 	双色眼影（色号：202 Vellum Shimmer/ Shimmering Wheat）
350269	The Eye Pencil Primatif - Basic Black	必备眼线笔（色号：Basic Black）
482696	The Pure Powder Glow - Shadore	亮彩腮红（色号：Shadore）
549154	The Eye Pigment Primatif - Midnight	眼影膏（色号：Midnight）
482701	The Expert Lip Color - Ariabelle	专业唇膏（色号：Ariabelle）
597520	The Matte Lip Color - Invincible	哑光唇膏（色号：Invincible）
350263	The Celestial Bronzing Veil - Tropical Nights	天使晶采古铜粉饼（色号：Tropical Nights）
350255	The Creamy Glow - Liquifuchsia	绚彩飞扬霜状腮红（色号：Liquifuschia）
379157	The Sculpting Brush	小号轮廓刷
438516	The Eyeshadow Duo - Rose Gold/ Iced Plum No. 205	双色眼影（色号：205 Rose Gold/ Iced Plum）
482700	The Expert Lip Color - Yanilena	专业唇膏（色号：Yanilena）
413706	The Lip Brush	唇刷
379154	The Super Soft Buff Powder Brush	柔软粉刷
350257	The Creamy Glow - Tansoleil	绚彩飞扬霜状腮红（色号：Tansoleil）
549020	The Matte Lip Color - For Keeps	哑光唇膏（色号：For Keeps）
482691	The Primed Skin Developer - Normal to Oily, 30ml	护肤妆前乳，30ml（中性至油性肤质）
482702	The Matte Lip Color - Timeless	哑光唇膏（色号：Timeless）
350262	The Creamy Glow - Patrice	绚彩飞扬霜状腮红（色号：Patrice）
462431	The Creamy Glow Duo - Nuelle/ Bloodroses	柔滑亮彩双色彩妆盘（色号：Nuelle/ Bloodroses）
549157	The Eye Pigment Primatif - Champagne	眼影膏（色号：Champagne）
482704	The Flesh Tone Lip Pencil - Medium	亮采唇线笔（色号：Medium）
462432	The Creamy Glow Duo - Pravella/ Janelle	柔滑亮彩双色彩妆盘（色号：Pravella/ Janelle）
