pid	English	Chinese
852325	Champagne 21'' leather-trimmed fiberboard travel trolley	Champagne 21 英寸皮革边饰纤维板旅行拉杆箱
852327	Centenary 13	Centenary 13 英寸皮革边饰纤维板小手提箱
852324	Champagne 13'' leather-trimmed fiberboard vanity case	Champagne 13 英寸皮革边饰纤维板小手提箱
852326	Champagne 30'' leather-trimmed fiberboard travel trolley	Champagne 30 英寸皮革边饰纤维板旅行拉杆箱
852330	Pearl 21	Pearl 21 英寸皮革边饰纤维板旅行拉杆箱
852328	Centenary 20	Centenary 20 英寸皮革边饰纤维板旅行拉杆箱
852329	Pearl 13	Pearl 13 英寸皮革边饰纤维板小手提箱
662418	9	9 英寸皮革边饰纤维板小手提箱
765505	Emilia 21'' leather-trimmed fiberboard travel trolley 	Emilia 21 英寸皮革边饰纤维板旅行拉杆箱
