pid	English	Chinese
832448	Lips & Boys - Cristiano 06	以爱之名唇膏（色号：06 Cristiano）
832429	Lip Contour Duo - Make Me 08	二合一唇妆笔（色号：08 Make Me）
686885	Lips & Boys - Tony 72	以爱之名唇膏（色号：72 Tony）
832441	Lips & Boys - Mitchell	以爱之名唇膏（色号：Mitchell）
759882	Lip Color - Pink Dusk	唇膏（色号：Pink Dusk）
832447	Lips & Boys - Jared 05	以爱之名唇膏（色号：05 Jared）
832439	Lips & Boys - Jack	以爱之名唇膏（色号：Jack）
832449	Lips & Boys - Dylan 07	以爱之名唇膏（色号：Dylan 07）
832443	Lips & Boys - Elliot 93	以爱之名唇膏（色号：93 Elliot）
832431	Lips & Boys - Bradley	以爱之名唇膏（色号：Bradley)
832432	Lips & Boys - Graham	以爱之名唇膏（色号：Graham）
832450	Lips & Boys - Dominic 02	以爱之名唇膏（色号：02 Dominic）
759885	Lip Color - Cherry Lush	魅色经典唇膏（色号：Cherry Lush）
832430	Lips & Boys - Alexander	以爱之名唇膏（色号：Alexander）
832433	Lips & Boys - Douglas	以爱之名唇膏（色号：Douglas）
759873	Ultra-Rich Lip Color - Aphrodite	艳色唇膏（色号：Aphrodite）
686860	Lips & Boys - Michael 23	以爱之名唇膏（色号：23 Michael）
844448	Face Protect Broad Spectrum SPF 50, 30ml	防晒面部精华 SPF 50, 30ml
685150	Lip Color Matte - First Time 	哑光唇膏（色号：First Time）
832427	Lip Contour Duo - Dream Obscene 03	二合一唇妆笔（色号：03 Dream Obscene）
686859	Lips & Boys - Patrick 22	以爱之名唇膏（色号：22 Patrick）
832437	Lips & Boys - Ryan	以爱之名唇膏（色号：Ryan）
844447	Soleil Lip Foil - Seadragon	艳阳之吻唇膏（色号：Seadragon）
832421	Cheek Color - Love Lust	腮红（色号：Love Lust）
832451	Lips & Boys - Evan 27	以爱之名唇膏（色号：27 Evan）
759855	Cream and Powder Eye Color - Golden Peach	眼影膏眼影粉套装（色号：Golden Peach）
759870	Ultra-Rich Lip Color - Purple Noon	艳色唇膏（色号：Purple Noon）
686855	Lips & Boys - Alejandro 38	以爱之名唇膏（色号：38 Alejandro）
832438	Lips & Boys - Inigo	以爱之名唇膏（色号：Inigo）
844450	Velvet Orchid Lumière Eau de Parfum, 50ml	Velvet Orchid Lumière 香水，50ml
759883	Lip Color - Flamingo 	魅色经典唇膏（色号：Flamingo）
832444	Lips & Boys - Jon 96	以爱之名唇膏（色号：96 Jon）
832420	Eye Color Duo - AW16	2016 秋冬时装秀眼影双色盘
686861	Lips & Boys - Justin 27	以爱之名唇膏（色号：27 Justin）
759887	Lip Color - Blush Nude	魅色经典唇膏（色号：Blush Nude）
686848	Lips & Boys - Richard 20	以爱之名唇膏（色号：20 Richard）
831215	Orchid Soleil Eau de Parfum -  Tuberose Petals, Black Orchid & Spider Lily Accord, 50ml	Orchid Soleil 香水，（香调：晚香玉花瓣、黑兰花、蜘蛛兰）50ml
759864	Moisturecore Lip Color - Otranto	夹心水润唇膏（色号：Otranto）
760327	Moisturecore Lip Color - Scandola	夹心水润唇膏（色号：Scandola）
759880	Lip Color - Casablanca	魅色经典唇膏（色号：Casablanca）
760329	Lip Color Matte - Pussycat	哑光唇膏（色号：Pussycat）
686876	Lips & Boys - Jake 63	以爱之名唇膏（色号：63 Jake ）
759871	Ultra-Rich Lip Color- Temptation Waits	艳色唇膏（色号：Temptation Waits）
844443	Soleil Lip Foil - Spanish Flame	艳阳之吻唇膏（色号：Spanish Flame）
759854	Cream and Powder Eye Color - Naked Bronze	眼影膏眼影粉套装（色号：Naked Bronze）
759867	Moisturecore Lip Color - Carriacou	夹心水润唇膏（色号：Carriacou）
759866	Moisturecore Lip Color - Pipa	双色润芯唇膏（色号：Pipa）
686856	Lips & Boys - Luciano 39	以爱之名唇膏（色号：39 Luciano）
686863	Lips & Boys - Rafael 35	以爱之名唇膏（色号：Rafael 35）
637824	Nail Polish - Toasted Sugar	指甲油（色号：Toasted Sugar）
686844	Lips & Boys - Flynn 17	以爱之名唇膏（色号：17 Flynn）
759872	Ultra-Rich Lip Color - Le Mépris	艳色唇膏（色号：Le Mépris）
760330	Lip Color Matte - Flame	哑光唇膏（色号：Flame）
686849	Lips & Boys - Julian 42	以爱之名唇膏（色号：42 Julian）
759879	Lip Color - Spanish Pink	魅色经典唇膏（色号：Spanish Pink）
759881	Lip Color - Indian Rose	魅色经典唇膏（色号：Indian Rose）
760333	Illuminating Primer, 30ml	焕魅妆前乳，30ml
832419	Lip Contour Duo - AW16 09	二合一唇妆笔（色号：09 AW16）
686873	Lips & Boys - Drake 60	以爱之名唇膏（色号：60 Drake）
